Report Number,Street Prefix,Street Name,Street Suffix,Intersecting Block Number,Intersecting Street Prefix,Intersecting Street Name,Intersecting Street Suffix,Street Description,At An Intersection,Intersecting Street Description,Crash Date/Time,Fatality,Hit And Run,Location
180094768,N,RIVERSIDE,DR,0,,AIRPORT,FWY,NORTH BOUND LANE 1,FALSE,,10/23/2018 13:04,FALSE,FALSE,"(32.76746, -97.30168)"
18-95428,,NORTH,FWY,2500,NE,28TH,ST,,TRUE,INTERSTATE SR,10/25/2018 12:27,FALSE,FALSE,"(32.79547, -97.32154)"
18-94809,,IH 35W SB IH 30 EB,RAMP,800,,IH 30,,,FALSE,,10/23/2018 15:00,FALSE,FALSE,"(0, 0)"
18-95416,,DECATUR,AVE,1300,NE,38TH,ST,,TRUE,,10/25/2018 8:30,FALSE,TRUE,"(32.81254, -97.33962)"
180095702,,CAMBRIDGE,ST,14500,,SOVERIGN,RD,,FALSE,,10/25/2018 7:45,FALSE,TRUE,"(0, 0)"
18-94803,N,TARRANT,PKWY,8500,N,BEACH,ST,,FALSE,,10/23/2018 14:55,FALSE,FALSE,"(32.89321, -97.28584)"
18-94822,S,HENDERSON,ST,1200,W,TERRELL,AVE,,FALSE,,10/23/2018 15:50,FALSE,FALSE,"(32.75049, -97.3374)"
18-94792,,SOUTHWEST LOOP 820,FWY,0,,BRYANT IRVIN,RD,,FALSE,,10/23/2018 13:58,FALSE,FALSE,"(32.68427, -97.41109)"
18-95138,,EAST LOOP 820 SOUTH FWY NB,,177,,EAST LOOP 820 SOUTH FW NB MARTIN,,STATE LOOP,FALSE,EXIT RAMP,10/24/2018 14:55,FALSE,FALSE,"(35.50048, -97.24032)"
18-96167,,JOHN T WHITE RD N,,8300,,JOHN T WHITE,RD,,TRUE,,10/27/2018 22:19,FALSE,FALSE,"(32.76378, -97.17275)"
180094795,N,BEACH,ST,0,E,BELKNAP,ST,SOUTH BOUND,FALSE,,10/23/2018 13:44,FALSE,TRUE,"(32.73259, -97.28966)"
18-94800,,E LONG AVE,,3400,,N HARDING ST,,,TRUE,,10/23/2018 14:42,FALSE,FALSE,"(32.80488, -97.34229)"
18-95733,SW,LOOP 820 E/B,FWY,5200,,MCCART,AVE,,FALSE,ON RAMP,10/26/2018 11:59,FALSE,FALSE,"(0, 0)"
18-95737,E,SEMINARY,DR,4300,,COLE,ST,,FALSE,,10/26/2018 11:54,FALSE,FALSE,"(32.68437, -97.31676)"
18-94190,,MCALISTER,RD,12800,S,FREEWAY SB,,,FALSE,,10/21/2018 12:00,FALSE,FALSE,"(32.57178, -97.32143)"
180096558,,CAMELOT,RD,7300,W,MARBOROUGH,DR,,FALSE,,10/29/2018 1:30,FALSE,TRUE,"(32.63966, -97.34)"
18-96521,W,RISINGER,RD,8600,,TANGLERIDGE,DR,,TRUE,,10/29/2018 7:18,FALSE,FALSE,"(32.61665, -97.39548)"
18-95689,S,RIVERSIDE,,4800,,HIGHPOINT,DR,,TRUE,RESIDENTIAL STREET,10/26/2018 8:25,FALSE,TRUE,"(32.6915, -97.29814)"
18-96040,,STATE HWY 360 NB ST HWY 183 EB,RAMP,14500,,STATE HWY 183,,,FALSE,,10/27/2018 11:50,FALSE,FALSE,"(0, 0)"
18-95307,,MILLER,AVE,4151,E,BERRY,ST,,FALSE,,10/25/2018 2:31,FALSE,TRUE,"(32.71442, -97.26291)"
18-95725,,US HWY 287 SB,,150,,US HWY SB VILLAGE CREEK EXIT RAMP,,,TRUE,,10/26/2018 10:57,FALSE,FALSE,"(0, 0)"
180095688,,CROCKETT,DR,11300,,BROWNFIELD,DR,,FALSE,,10/26/2018 8:35,FALSE,FALSE,"(35.59188, -97.72983)"
180093917,,GOLDEN TRIANGLE,BLVD,10900,,EASTFIELD,WAY,,FALSE,,10/20/2018 10:16,FALSE,FALSE,"(32.9324, -97.2701)"
18-96178,,S UNIVERSITY,DR,3000,,W BERRY,ST,,TRUE,,10/28/2018 23:29,FALSE,FALSE,"(32.7066, -97.36042)"
18-96307,,CAMP BOWIE WEST,BLVD,3400,,RAMONA,DR,,FALSE,,10/28/2018 14:15,FALSE,FALSE,"(32.72235, -97.44433)"
18-95873,,MARK IV,PKWY,2600,,CANTRELL SANSOM,RD,PUBLIC ROAD,FALSE,PUBLIC ROAD,10/26/2018 19:22,FALSE,FALSE,"(32.8441, -97.32118)"
18-95222,NE,28TH,ST,2800,N,BEACH,ST,,TRUE,,10/24/2018 19:00,FALSE,FALSE,"(32.79511, -97.29146)"
18-95891,NE,LOOP 820 WB IH 35W NB,RAMP,5301,N,RIVERSIDE,DR,PUBLIC ROAD,FALSE,PUBLIC ROAD,10/26/2018 20:45,FALSE,FALSE,"(32.8397, -97.30189)"
18-95922,,COOKS,LN,3200,,DOTTIE LYNN,,,TRUE,,10/26/2018 21:30,FALSE,FALSE,"(32.73248, -97.18246)"
180095896,,CAMP BOWIE WEST,BLVD,3400,,REAGAN,DR,,FALSE,,10/26/2018 19:18,FALSE,TRUE,"(32.72241, -97.44844)"
18-95868,,SOUTHEAST LOOP 820,FWY,1300,,MILMO,DR,,FALSE,,10/26/2018 19:00,FALSE,FALSE,"(32.66899, -97.3037)"
180095550,,SYCAMORE SCHOOL,RD,7900,,HEMPHILL,ST,,FALSE,,10/25/2018 17:57,FALSE,FALSE,"(32.63521, -97.33278)"
180095884,,EPHRIHAM,AVE,2300,NW,24TH,ST,,TRUE,,10/26/2018 20:00,FALSE,TRUE,"(32.79189, -97.37511)"
18-95875,S,HULEN,ST,4600,,SOUTHWEST LOOP 820,FWY,,TRUE,,10/26/2018 19:28,FALSE,FALSE,"(32.68198, -97.39243)"
18-95965,,EAST LOOP 820 NORTH,FWY,7800,,TRINITY,BLVD,,FALSE,,10/27/2018 2:13,FALSE,FALSE,"(0, 0)"
18-96240,,EAST LOOP 820 SOUTH,,5401,,SUN VALLEY,DR,,FALSE,,10/28/2018 4:38,FALSE,FALSE,"(32.67297, -97.24109)"
180095480,,WICHITA,ST,500,,WICHITA,CT,,FALSE,,10/25/2018 15:09,FALSE,FALSE,"(32.65849, -97.28218)"
18-95642,E,SEMINARY,DR,4300,S,FREEWAY,,,TRUE,,10/26/2018 3:08,FALSE,FALSE,"(32.68488, -97.33432)"
18-95183,,SOUTH,FWY,12501,,RENDON CROWLEY IH 35W NB,RAMP,,FALSE,,10/25/2018 16:45,FALSE,FALSE,"(32.57489, -97.31928)"
180095829,,EAST FWY WB,,1300,,BRIDGEWOOD,DR,,FALSE,,10/26/2018 17:24,FALSE,FALSE,"(32.7599, -97.2173)"
18-95627,,WICHITA,ST,3200,,SEMINARY,DR,,FALSE,,10/26/2018 0:30,FALSE,TRUE,"(32.6849, -97.28049)"
18-95844,,IH 30 WB UNIVERSITY,RAMP,2500,,UNIVERSITY,DR,,FALSE,,10/26/2018 18:21,FALSE,FALSE,"(32.73351, -97.36252)"
18-95816,E,VICKERY,BLVD,1167,E,VICKERY,BLVD,,FALSE,,10/26/2018 16:40,FALSE,FALSE,"(32.74356, -97.33674)"
18-96613,,BRYANT IRVIN,RD,5900,,SW LOOP 820 SR,RD,,TRUE,,10/29/2018 12:10,FALSE,FALSE,"(32.68642, -97.41359)"
18-96016,,LISBON,ST,3400,,BRUNSWICK,ST,,FALSE,,10/27/2018 7:00,FALSE,TRUE,"(32.72735, -97.37841)"
18-96592,,OAKMONT,BLVD,6000,S,HULEN,ST,,FALSE,,10/29/2018 11:32,FALSE,FALSE,"(0, 0)"
180094996,,BRIDGEWOOD,ST,6400,,EAST,FWY,,TRUE,,10/24/2018 7:30,FALSE,TRUE,"(32.75922, -97.21779)"
18-96230,,EAST FREEWAY,,0,,OAKLAND,BLVD,,FALSE,,10/28/2018 3:10,TRUE,FALSE,"(32.75871, -97.25498)"
18-93980,,NORTH SOUTH,FWY,700,,SPUR 280,,CONCRETE,FALSE,CONCRETE,10/20/2018 16:40,FALSE,FALSE,"(32.75345, -97.31981)"
18-96834,,SARITA,DR,4300,,KIRKLAND,DR,CONCRETE,FALSE,CONCRETE,10/29/2018 22:13,FALSE,FALSE,"(32.68552, -97.38649)"
18-96799,,SOUTH,FWY,201,,GARDEN ACRES,DR,,FALSE,,10/29/2018 20:15,FALSE,FALSE,"(32.59644, -97.31956)"
18-93025,,RANDOL MILL,RD,100,,BRIDGEWOOD,DR,LOCAL ROAD,TRUE,LOCAL ROAD,10/17/2018 11:39,FALSE,FALSE,"(32.77829, -97.21497)"
180090226,E,BERRY,ST,3700,,CAREY,ST,,FALSE,,10/7/2018 19:42,FALSE,TRUE,"(32.70898, -97.24254)"
18-93878,,JACKSBORO,HWY,1800,,EPHRIHAM,AVE,,TRUE,,10/20/2018 3:55,FALSE,TRUE,"(32.78689, -97.38503)"
18-96685,E,LOOP 820 SOUTH FRWY,FWY,6000,E,ROSEDALE,ST,,FALSE,,10/29/2018 15:40,FALSE,FALSE,"(0, 0)"
180096776,,STATE HWY 121 EB,HWY,200,N,RIVERSIDE,DR,,FALSE,,10/29/2018 19:03,FALSE,TRUE,"(32.76726, -97.3044)"
180096689,,HEMPHILL,ST,700,W,SEMINARY,DR,,TRUE,,10/29/2018 15:26,FALSE,FALSE,"(32.68626, -97.33175)"
18-95661,,NORTH FWY SR SB,,700,,LUELLA,ST,,FALSE,,10/26/2018 7:04,FALSE,FALSE,"(32.76546, -97.31732)"
18-93770,,WESTERN CENTER,BLVD,0,,OLD DENTON,RD,,FALSE,,10/19/2018 18:55,FALSE,TRUE,"(32.86118, -97.3194)"
18-96731,,NORTH SOUTH,FWY,1000,,LUELLA,ST,,FALSE,,10/29/2018 16:35,FALSE,FALSE,"(32.7641, -97.31753)"
18-96762,N,BEACH,ST,4100,,GODDARD,ST,,FALSE,,10/29/2018 17:51,FALSE,FALSE,"(32.76276, -97.28769)"
18-96704,E,NORTHSIDE,DR,900,,NORTHSIDE WB SAMUELS,RAMP,,FALSE,,10/29/2018 15:48,FALSE,FALSE,"(32.7713, -97.35322)"
18-96651,,NORTH,FWY,1800,E,NORTHSIDE,DR,,FALSE,,10/29/2018 13:49,FALSE,FALSE,"(32.77158, -97.31902)"
18-95967,,IH35 SB E 1H30 EB RAMP,FWY,1000,,EAST,FWY,,FALSE,,10/27/2018 2:19,FALSE,FALSE,"(0, 0)"
18-96787,,ALTA MERE,DR,6500,,MARGAUX,DR,,FALSE,,10/29/2018 19:27,FALSE,FALSE,"(32.7526, -97.43122)"
18-95957,,PARIS,ST,3400,E,SEMINARY,DR,LOCAL STEET,FALSE,LOCAL STREET,10/27/2018 1:00,FALSE,TRUE,"(32.68317, -97.27667)"
18-96011,E,BERRY,ST,3000,S,RIVERSIDE,DR,,FALSE,,10/27/2018 8:50,FALSE,FALSE,"(32.70602, -97.34231)"
18-96477,,JACKSBORO,HWY,9400,,NINE MILE BRIDGE,RD,,FALSE,,10/29/2018 0:41,FALSE,FALSE,"(32.8341, -97.4871)"
18-95990,E,820,LOOP,6100,,CRAIG,ST,,FALSE,,10/27/2018 6:26,FALSE,TRUE,"(32.73829, -97.22521)"
180096049,W,20,,5000,,WALDEN,AVE,,FALSE,,10/27/2018 12:55,FALSE,FALSE,"(32.78378, -97.4235)"
18-96051,,NORTH,FWY,2900,,BASSWOOD,BLVD,,FALSE,,10/27/2018 13:00,FALSE,FALSE,"(32.86968, -97.31642)"
18-94707,,PATE,DR,4250,,FORBES,ST,,FALSE,,10/23/2018 9:05,FALSE,FALSE,"(32.71466, -97.25986)"
180093598,,HWY 360,HWY,14100,,FAA,BLVD,,TRUE,,10/19/2018 11:35,FALSE,FALSE,"(0, 0)"
180095216,,AVONDALE HASLET,RD,13100,NW,HIGHWAY 287,HWY,,FALSE,,10/24/2018 19:21,FALSE,TRUE,"(32.96817, -97.41464)"
18-89260,,LACKLAND,RD,6700,,HEMSELL,PL,,TRUE,,10/4/2018 13:11,FALSE,FALSE,"(32.72338, -97.43458)"
18-89296,W,7TH,ST,800,,FOURNIER,ST,,FALSE,,10/4/2018 14:55,FALSE,FALSE,"(32.75099, -97.34495)"
18-89509,,8TH,AVE,1500,W,MAGNOLIA,AVE,,FALSE,,10/5/2018 9:44,FALSE,FALSE,"(32.73002, -97.34376)"
18-89202,,ALTAMESA,BLVD,0,,MCCART,BLVD,,FALSE,,10/4/2018 9:50,FALSE,TRUE,"(32.65004, -97.37001)"
18-89167,,MARK IV,PKWY,1900,,WESTERN CENTER,BLVD,,FALSE,,10/4/2018 8:26,FALSE,FALSE,"(32.86004, -97.33297)"
18-89176,E,FREEWAY,,1800,,MAIN,ST,,FALSE,,10/4/2018 8:56,FALSE,FALSE,"(0, 0)"
18-89319,,NORTH,FWY,2900,,IH 35W NB NORTH TARRANT,RAMP,,FALSE,,10/4/2018 16:30,FALSE,FALSE,"(32.89023, -97.31711)"
18-89286,,MC CART,AVE,3500,,SYCAMORE SCHOOL,RD,,FALSE,,10/4/2018 15:05,FALSE,TRUE,"(0, 0)"
18-89200,,WESTERN CENTER,BLVD,6500,,MARK IV,PKWY,,FALSE,,10/4/2018 9:36,FALSE,FALSE,"(32.86179, -97.33481)"
18-89218,W,IH 20,FWY,5800,,SOUTH FREEWAY,FWY,,FALSE,,10/4/2018 10:30,FALSE,FALSE,"(0, 0)"
18-89317,,MILLER,AVE,4200,,KILLIAN,ST,,FALSE,,10/4/2018 16:30,FALSE,TRUE,"(32.70201, -97.26294)"
18-89148,N,SOUTH,FWY,1700,E,4TH,ST,INTERSTATE,FALSE,LOCAL ROAD,10/4/2018 7:14,FALSE,FALSE,"(32.73942, -97.32032)"
18-89298,,SOUTH FWY SR SB,,500,E,SEMINARY,DR,SERVIC ROAD,FALSE,LOCAL STREET,10/4/2018 15:10,FALSE,FALSE,"(32.68309, -97.32044)"
18-89342,,MANSFIELD,HWY,0,,CAMPUS,DR,,TRUE,,10/4/2018 16:35,FALSE,FALSE,"(32.69037, -97.29563)"
18-89580,,SOUTH,FWY,101,W,EVERMAN,PKWY,,TRUE,,10/5/2018 14:20,FALSE,TRUE,"(32.62557, -97.3217)"
18-89364,,MITCHELL,BLVD,2600,,STRONG,AVE,,FALSE,,10/4/2018 18:15,FALSE,FALSE,"(32.71587, -97.28882)"
18-89700,S,RIVERSIDE,DR,1600,,IRNA,DR,,TRUE,ASPHALT,10/6/2018 20:00,FALSE,TRUE,"(32.7305, -97.3031)"
18-89591,,WICHITA,ST,3200,E,SEMINARY,DR,,FALSE,,10/5/2018 13:55,FALSE,TRUE,"(32.68407, -97.28029)"
18-0089255,,CAMPUS,DR,2400,,W IH 20,,,FALSE,,10/4/2018 12:40,FALSE,FALSE,"(32.66753, -97.29294)"
18-89161,,SYCAMORE SCHOOL,RD,7800,,HEMPHILL,ST,PAVED ROAD,TRUE,PAVED ROAD,10/4/2018 7:40,FALSE,FALSE,"(32.63521, -97.33536)"
18-89506,,WAGGONWHEEL,RD,2400,,CAMDEN,ST,RESIDENTIAL STREET,FALSE,,10/5/2018 8:30,FALSE,TRUE,"(32.63525, -97.3577)"
18-89976,,SYCAMORE SCHOOL,RD,7800,,NOVELLA,DR,PAVED ROAD,FALSE,PAVED ROAD,10/6/2018 19:37,FALSE,TRUE,"(32.63506, -97.34368)"
18-96514,E,IH 20,FWY,5300,,MANSFIELD,HWY,E IH20 FWY,FALSE,LOCAL ROAD,10/29/2018 6:27,FALSE,FALSE,"(0, 0)"
180096756,,COLLEGE,AVE,1000,W,BROADUS,ST,,TRUE,,10/29/2018 17:00,FALSE,FALSE,"(32.6837, -97.33502)"
18-96057,,NORTH,FWY,2800,,HERITAGE TRACE,PKWY,,FALSE,,10/27/2018 13:13,FALSE,FALSE,"(32.92544, -97.3172)"
18-95790,E,ROSEDALE,ST,1100,,CRAWFORD,ST,LOCAL ROAD,FALSE,LOCAL ROAD,10/26/2018 16:01,FALSE,FALSE,"(32.73313, -97.33029)"
180096475,W,,FWY,5700,,HEMPHILL,ST,,FALSE,,10/29/2018 0:23,FALSE,FALSE,"(0, 0)"
18096969,S,UNIVERSITY,DR,3100,W,VICKERY,BLVD,,TRUE,,10/30/2018 11:27,FALSE,FALSE,"(32.73187, -97.36145)"
18-96907,,BERKE,PL,3200,,OLIVE,PL,,FALSE,,10/30/2018 7:36,FALSE,FALSE,"(32.72572, -97.43162)"
180096752,,EAST LOOP 820 NORTH,FWY,190,,EAST LOOP 820 NORTH SB TRINITY,RAMP,,FALSE,,10/29/2018 17:34,FALSE,TRUE,"(0, 0)"
18-96759,,MCCART,AVE,2600,,WALTON,AVE,,FALSE,,10/29/2018 17:51,FALSE,FALSE,"(32.66714, -97.35585)"
18-94993,,HARMON,RD,8600,,RUNNING RIVER,RD,,TRUE,,10/24/2018 7:35,FALSE,FALSE,"(32.89435, -97.34275)"
18-96768,,WESTDALE,DR,4314,,SARITA,DR,,TRUE,,10/29/2018 15:33,FALSE,TRUE,"(32.68329, -97.38594)"
18-96736,,MCCART,AVE,2700,SW,LOOP 820,HWY,,FALSE,,10/29/2018 16:52,FALSE,FALSE,"(0, 0)"
18-96722,W,BIDDISON,ST,3500,,TOWNSEND,DR,LOCAL ROAD,TRUE,LOCAL ROAD,10/29/2018 16:02,FALSE,TRUE,"(32.699, -97.3487)"
180096074,,HIGHWAY 199 ACCESS,RD,3700,,BOAT CLUB,RD,,TRUE,,10/27/2018 14:00,FALSE,FALSE,"(32.80625, -97.42459)"
18-96101,,CAMP BOWIE,BLVD,3300,,RIDGELA,AVE,,TRUE,,10/27/2018 17:14,FALSE,FALSE,"(32.72734, -97.41886)"
180096727,,OAKLAND,BLVD,4200,,BARNETT,ST,,TRUE,,10/29/2018 16:47,FALSE,FALSE,"(32.75032, -97.26171)"
18-96577,,SYCAMORE SCHOOL,RD,7400,,WAGONWHEEL,RD,LOCAL ROAD,TRUE,LOCAL ROAD,10/29/2018 10:21,FALSE,FALSE,"(32.63499, -97.35698)"
18-96624,,MC CART,AVE,0,,YATES,ST,,FALSE,,10/29/2018 12:55,FALSE,TRUE,"(0, 0)"
18-96621,,NORTH,FWY,2500,,MEACHAM,BLVD,,TRUE,,10/29/2018 12:30,FALSE,FALSE,"(32.82587, -97.31271)"
18-96654,W,BONDS RANCH,RD,10600,,FOSSIL SPRINGS,DR,,TRUE,,10/29/2018 14:00,FALSE,FALSE,"(32.92437, -97.36763)"
180096095,N,MAIN,ST,100,NE,37TH,ST,,FALSE,,10/27/2018 16:29,FALSE,FALSE,"(32.81303, -97.35147)"
18-96750,,CRAIG EAST LOOP 820 NB,,6117,,BEATY,ST,,FALSE,,10/29/2018 17:30,FALSE,FALSE,"(0, 0)"
18-96710,E,EAST LOOP 820,FWY,6000,S,ROSEDALE,ST,,TRUE,,10/29/2018 16:02,FALSE,FALSE,"(0, 0)"
18-96617,,MARK IV,PKWY,199,NE,LOOP 820,,,TRUE,,10/29/2018 12:31,FALSE,FALSE,"(32.83, -97.32)"
18-96511,,HIGHWAY 114,,15800,,CHAMPIONSHIP,PKWY,,FALSE,,10/29/2018 5:50,FALSE,FALSE,"(33.2666, -97.2908)"
180094991,,AMON CARTER,BLVD,14700,,FAA,BLVD,,FALSE,4800 AMON CARTER,10/24/2018 7:24,FALSE,FALSE,"(32.83153, -97.4913)"
18-96525,E,BONDS RANCH,RD,2200,,WHITE,LN,,FALSE,,10/29/2018 6:50,FALSE,FALSE,"(32.92427, -97.34264)"
18-94997,,SUMMER CREEK,RD,5400,,LEAFY,TRL,,TRUE,,10/24/2018 7:50,FALSE,FALSE,"(0, 0)"
18-95056,,NORTH,FWY,2901,,GOLDEN TRINAGLE,BLVD,11100 IH 35 SB,FALSE,,10/24/2018 10:35,FALSE,FALSE,"(32.93772, -97.3142)"
18-95050,S,EAST LOOP 820,,6100,,CRAIG ST,,,FALSE,,10/24/2018 10:35,FALSE,FALSE,"(32.74364, -97.22331)"
18-96500,,CAMP BOWIE WEST,BLVD,3599,,CHAPEL CREEK,BLVD,,FALSE,,10/29/2018 3:07,FALSE,FALSE,"(32.72113, -97.50788)"
18-95062,E,LOOP 820 SOUTH,FWY,5300,,SUN VALLEY,DR,E LOOP 820 SOUTH FWY SB,FALSE,LOCAL ROAD,10/24/2018 11:11,FALSE,FALSE,"(0, 0)"
18-95054,,STATE HWY 360,HWY,13900,,TRINITY,BLVD,,FALSE,,10/24/2018 10:47,FALSE,FALSE,"(0, 0)"
18-95049,,EAST FREEWAY,FWY,1300,,MORRISON,DR,,FALSE,,10/24/2018 10:32,FALSE,FALSE,"(0, 0)"
180096490,,SELKIRK,DR,4800,,HILDRING DR E,DR,CONCRETE,TRUE,CONCRETE,10/29/2018 2:00,FALSE,TRUE,"(32.67845, -97.37815)"
180096491,,SOUTHWEST LOOP 820,FWY,5600,,HEMPHILL,ST,,FALSE,,10/29/2018 1:46,FALSE,FALSE,"(0, 0)"
18-96201,,SOUTH,FWY,950,,EVERMAN,PKWY,PAVED ROAD,FALSE,PAVED ROAD,10/28/2018 1:06,FALSE,FALSE,"(32.62141, -97.3217)"
18-95064,NW,HIGHWAY 287,,11400,W,HIGHWAY 287,,,FALSE,,10/24/2018 10:40,FALSE,FALSE,"(32.9441, -97.38209)"
180094881,,CROMWELL MARINE CREEK,RD,6300,,ROCKHAVEN,DR,,FALSE,,10/23/2018 18:59,FALSE,FALSE,"(32.85235, -97.40666)"
18-95072,,BLUE MOUND,RD,800,E,HARMON,RD,,FALSE,,10/24/2018 11:45,FALSE,FALSE,"(32.893, -97.34782)"
18-95059,,SOUTH FWY NB,,100,,SYCAMORE SCHOOL RD,,,TRUE,,10/24/2018 10:40,FALSE,TRUE,"(32.64437, -97.32139)"
18-95045,,BRYANT IRVIN NORTH,RD,6000,,MALVEY,AVE,,TRUE,,10/24/2018 10:05,FALSE,FALSE,"(32.73362, -97.41336)"
18-96480,,PAVED,FWY,5300,,HEMPHILL,ST,PAVED,FALSE,PAVED,10/29/2018 1:04,FALSE,FALSE,"(0, 0)"
18-95074,,DONNELLY,AVE,3100,,SANGUINET,ST,,FALSE,,10/24/2018 11:46,FALSE,FALSE,"(32.72911, -97.38918)"
18-95001,,BASSWOOD,BLVD,7100,,ROBERT W DOWNING,DR,,FALSE,,10/24/2018 7:40,FALSE,FALSE,"(32.87084, -97.33657)"
18-96400,,MITCHELL,BLVD,2600,,MARTIN LUTHER KING,FWY,,TRUE,,10/28/2018 19:00,FALSE,FALSE,"(32.71941, -97.28883)"
18-95028,N,BEACH,ST,3800,NE,LOOP 820,LOOP,,TRUE,,10/24/2018 9:35,FALSE,FALSE,"(32.83809, -97.29057)"
18-89933,E,NORTHSIDE,DR,1200,N,COMMERCE,ST,,TRUE,,10/6/2018 17:39,FALSE,FALSE,"(32.77695, -97.34463)"
18-95139,N,RIVERSIDE,DR,0,,GOLDEN TRIANGLE,BLVD,,FALSE,,10/24/2018 15:20,FALSE,FALSE,"(0, 0)"
18-95099,,MARTIN LUTHER KING,,2200,E,VICKERY,BLVD,,FALSE,,10/24/2018 12:45,FALSE,FALSE,"(32.73702, -97.29964)"
180095129,,BRENTWOOD STAIR,RD,155,E,IH 30 E IH 820 SB,RAMP,LOCAL ROAD,TRUE,SERVICE RAMP,10/24/2018 14:14,FALSE,TRUE,"(32.75536, -97.21745)"
180095131,,NORTH,FWY,7900,NW,287,HWY,,TRUE,EXIT RAMP TO US 287,10/24/2018 15:15,FALSE,TRUE,"(32.89189, -97.31735)"
18-95133,S,RIVERSIDE,DR,1600,E,ROBERT,ST,,FALSE,,10/24/2018 15:20,FALSE,FALSE,"(32.71438, -97.30407)"
18-95208,,BUCKINGHAM,RD,14700,,TRINITY,BLVD,,FALSE,,10/24/2018 15:30,FALSE,FALSE,"(0, 0)"
180095141,,EAST,FWY,101,,BEACH IH 30 EB,RAMP,,FALSE,,10/24/2018 15:26,FALSE,FALSE,"(32.75219, -97.27522)"
18-95093,,NORTH,FWY,2500,N,FREEWAY SB NE 28TH,RAMP,,FALSE,,10/24/2018 12:49,FALSE,FALSE,"(32.80068, -97.32008)"
18-95132,,,HWY,14000,,TRINITY,BLVD,,FALSE,,10/24/2018 15:00,FALSE,FALSE,"(0, 0)"
180095148,S,HULEN,ST,4300,,COLUMBUS,TRL,,FALSE,,10/24/2018 15:57,FALSE,FALSE,"(32.62486, -97.38812)"
18-95279,NE,LOOP 820,,3000,NE,LOOP 820 WB IH35 S,,,TRUE,,10/24/2018 22:30,FALSE,FALSE,"(32.83959, -97.30189)"
18-95181,,SOUTH,FWY,400,E,SEMINARY,DR,,FALSE,,10/24/2018 15:50,FALSE,TRUE,"(32.68687, -97.3205)"
18-95107,S,SOUTH FWY,FWY,700,E,ROSEDALE,ST,,FALSE,,10/24/2018 12:40,FALSE,FALSE,"(32.73506, -97.32037)"
18-95565,N,FREEWAY,,8700,N,FREEWAY EXPRESS,LN,,FALSE,,10/25/2018 19:13,FALSE,FALSE,"(0, 0)"
18-95178,,JAMES,AVE,1700,,SOUTHCREST,DR,PAVED ROADWAY,FALSE,PAVED ROADWAY,10/24/2018 16:10,FALSE,FALSE,"(0, 0)"
180095221,NE,LOOP 820,HWY,5200,,MARK IV,PKWY,2200 NE LOOP 820,FALSE,,10/24/2018 18:28,FALSE,FALSE,"(0, 0)"
180095170,,LAS VEGAS,TRL,8600,S,NORMANDALE,ST,,TRUE,,10/24/2018 16:35,FALSE,TRUE,"(32.73084, -97.46654)"
18-94882,NE,28 TH,ST,2800,,DEEN,RD,,FALSE,,10/24/2018 19:04,FALSE,FALSE,"(32.6486, -97.35556)"
18-95076,W,NORTHSIDE,DR,1300,,LEE,AVE,,FALSE,,10/24/2018 11:50,FALSE,TRUE,"(32.77808, -97.3408)"
18-94958,,DUTCH BRANCH,RD,6900,,BRYANT IRVIN,RD,,FALSE,,10/24/2018 0:40,FALSE,FALSE,"(32.65093, -97.42855)"
18-95225,,NORTH,FWY,3000,,WESTERN CENTER,BLVD,,FALSE,,10/24/2018 19:40,FALSE,TRUE,"(32.85827, -97.31403)"
18-95168,N,BEACH,ST,4500,,SHIVER,RD,,TRUE,,10/24/2018 16:15,FALSE,FALSE,"(32.90392, -97.28965)"
18-94825,,HEMPHILL,ST,700,W,DICKSON,ST,ASPHAULT,FALSE,,10/23/2018 15:46,FALSE,FALSE,"(0, 0)"
18-95462,S,DE COSTA,ST,3800,,LAWNWOOD,ST,,FALSE,,10/25/2018 13:40,FALSE,TRUE,"(0, 0)"
18-94159,,HWY 360 NB,,14100,,TRINITY,BLVD,MAIN ROADWAY,FALSE,MAIN ROADWAY,10/21/2018 9:20,FALSE,FALSE,"(32.82257, -97.06102)"
18-95527,W,I30,FWY,1400,S,HENDERSON,ST,FREEWAY,FALSE,ENTRANCE RAMP,10/25/2018 17:13,FALSE,FALSE,"(0, 0)"
18-94334,W,J BOAZ,RD,7300,,BOWMAN ROBERTS,RD,,FALSE,,10/21/2018 23:17,FALSE,FALSE,"(0, 0)"
18-94189,,MEACHAM,BLVD,4400,N,BEACH,ST,,TRUE,,10/21/2018 12:27,FALSE,FALSE,"(32.82434, -97.29064)"
18-94176,W,WEATHERFORD,ST,100,N,HENDERSON,ST,,TRUE,,10/21/2018 11:15,FALSE,FALSE,"(32.75386, -97.33968)"
18-94182,,NORTHWEST LOOP 820 FWY W,,4800,N,MAIN,ST,INTERSTATE,FALSE,BUSINESS HWY,10/21/2018 11:52,FALSE,FALSE,"(32.83547, -97.36633)"
180094181,NW,LOOP 820,HWY,4800,N,MAIN,ST,,FALSE,,10/21/2018 11:55,FALSE,FALSE,"(0, 0)"
18-89149,E,RENDON CROWLEY,RD,12200,,HUNTERS FIELD,BLVD,,FALSE,,10/4/2018 7:00,FALSE,FALSE,"(32.5799, -97.30074)"
18-96749,,WEST FWY,,2600,,UNIVERSITY,DR,,FALSE,,10/29/2018 17:15,FALSE,FALSE,"(32.7329, -97.36795)"
